cycles,value,time
400,58.5379,22.3204
400,53.4052,21.8079
400,57.7849,21.7839
400,56.8927,19.6134
400,62.7998,19.0131
400,55.0507,21.8798
400,55.7088,18.0689
400,61.0567,21.8129
400,61.478,21.3783
400,56.6475,21.7313
400,56.3139,21.1291
400,60.7454,21.7692
400,56.6458,22.8297
400,57.7696,22.0269
400,56.1063,21.9864
400,56.2149,21.501
400,55.5724,21.0602
400,62.5667,19.0149
400,55.0054,21.6191
400,59.9869,21.0695
400,54.8591,21.956
400,56.9429,19.0813
400,58.008,22.2386
400,57.1391,20.3812
400,56.5964,20.6556
400,61.1853,18.5889
400,61.3947,21.4321
400,59.0896,18.8402
400,57.4272,20.3391
400,60.6372,23.211
400,56.0299,22.3664
400,57.1028,20.6752
400,57.3623,18.3641
400,57.795,21.2857
400,56.2461,23.8115
400,62.3292,21.5049
400,59.2148,20.7457
400,57.0976,21.5839
400,61.3611,21.1266
400,61.9886,21.9808
400,61.966,19.2273
400,57.5188,21.5833
400,58.1526,21.5277
400,56.345,20.2494
400,54.9269,20.1969
400,62.4536,22.0081
400,56.148,22.9306
400,57.3498,20.4153
400,61.1694,20.0038
400,62.9116,21.1635
400,55.546,21.3011
400,56.1763,21.687
400,57.1117,23.1788
400,56.1069,21.4642
400,62.0213,21.062
400,62.3737,21.377
400,57.3465,20.5986
400,60.9574,22.4401
400,57.8303,20.637
400,56.6024,23.5731
400,62.3408,23.9375
400,57.6444,22.8952
400,56.2862,20.3435
400,62.1569,20.7458
400,60.6637,21.1144
400,57.382,23.949
400,56.1258,21.5943
400,57.6005,20.2457
400,60.856,20.032
400,57.0575,20.016
400,60.7389,21.5419
400,56.2337,23.109
400,61.7269,20.1923
400,59.0727,21.11
400,55.7922,21.3613
400,58.1645,22.0751
400,55.2588,22.1417
400,62.296,19.7292
400,55.0004,23.2921
400,63.2184,21.3775
400,56.0415,21.219
400,53.9177,20.7417
400,62.5691,20.9642
400,57.3016,21.7463
400,54.9081,20.8292
400,62.6816,18.9032
400,57.5379,20.5591
400,61.9377,20.4703
400,56.9727,21.2336
400,55.5217,20.7053
400,54.9975,22.9086
400,57.563,19.8227
400,56.1832,19.8372
400,56.9295,19.6215
400,58.1849,20.2596
400,55.99,22.5962
400,57.5639,22.8768
400,62.9327,21.8829
400,57.7969,23.0516
400,60.248,21.1118
400,55.5359,20.0569
400,56.1943,22.0396
400,59.2562,22.997
400,57.4634,20.9401
400,61.0372,20.2783
400,57.0186,21.2342
400,59.4088,21.6808
400,57.5159,21.2823
400,63.7424,19.882
400,55.5268,22.642
400,58.7641,22.0214
400,57.0993,21.5825
400,55.6449,19.4368
400,58.1068,21.305
400,60.9377,23.0004
400,60.1788,23.525
400,55.0922,21.8949
400,55.8187,20.664
400,58.6323,22.0917
400,56.0691,21.6365
400,55.1207,19.7021
400,60.6338,20.513
400,55.111,22.8475
400,55.4605,23.6729
400,59.3635,21.5589
400,54.9749,19.4906
400,58.1563,20.9804
400,56.0091,20.9988
400,60.1237,22.0187
400,61.0926,20.5096
400,55.1754,22.0019
400,63.3161,21.5811
400,60.3517,20.8745
400,62.1813,22.6217
400,55.7356,19.7517
400,55.3002,21.4909
400,62.6934,21.8815
400,61.4637,23.099
400,62.2949,20.8513
400,62.7832,21.6137
400,55.0886,20.7207
400,60.2377,21.2721
400,54.3138,20.0425
400,62.3519,20.9186
400,56.7816,21.7117
400,57.7423,22.0236
400,57.1321,23.829
400,56.9034,19.1548
400,58.0439,18.73
400,61.768,22.7429
400,62.9781,20.9941
400,60.5429,24.0763
400,57.5543,20.8355
400,57.0417,22.1091
400,62.3064,21.7684
400,54.6656,19.2579
400,60.5069,19.72
400,56.9893,21.9091
400,60.1553,21.8
400,56.6652,18.2575
400,55.7646,18.551
400,55.595,21.3249
400,59.9532,22.8424
400,56.4271,19.3029
400,61.1594,22.909
400,58.7549,20.6823
400,57.921,22.8732
400,61.2071,21.6491
400,55.6957,21.9172
400,60.5743,21.8785
400,60.6803,21.4599
400,55.1757,21.7847
400,57.3744,21.0046
400,55.1022,20.1477
400,61.5835,21.5415
400,56.9056,21.0985
400,63.1027,19.9031
400,61.182,21.4939
400,56.294,20.3109
400,55.6067,19.6425
400,60.418,19.561
400,61.1041,20.4406
400,62.762,22.7027
400,58.3653,20.7004
400,56.8402,21.0941
400,62.4903,23.2055
400,64.0543,23.247
400,62.3555,19.2865
400,56.3933,22.6525
400,55.1503,22.7283
400,61.1252,21.0053
400,55.866,22.156
400,56.3507,23.0449
400,56.9069,21.3452
400,61.2757,21.9241
400,57.9134,21.1258
400,58.1313,22.0876
400,60.5214,21.8132
400,59.4335,23.8311
400,62.2227,21.6276
400,62.4351,21.7158
400,58.7474,18.3831
400,59.1204,19.9606
400,54.1782,20.2443
400,62.2727,20.7582
400,55.0154,20.6067
400,56.2793,20.3902
400,58.3421,19.5255
400,57.8572,18.8123
400,60.5927,21.666
400,59.1615,22.0098
400,55.4356,16.568
400,56.9478,15.0187
400,57.8975,15.4096
400,58.2617,14.8821
400,58.1989,15.4285
400,63.1937,14.3914
400,55.43,15.8903
400,57.3326,15.3364
400,62.4309,15.3622
400,56.9897,14.7984
400,55.6474,15.2005
400,59.8923,15.42
400,57.8041,14.8391
400,56.9964,15.2976
400,60.5773,14.8735
400,61.742,15.1061
400,61.0155,15.0469
400,58.832,14.7743
400,58.6714,15.5879
400,56.1889,15.5361
400,55.8819,15.4996
400,60.3781,14.9367
400,60.6013,15.1693
400,54.5781,15.2113
400,60.8235,14.7821
400,59.5697,15.236
400,54.9521,15.1625
400,56.9507,14.945
400,55.1305,14.4068
400,54.8679,15.7479
400,55.5011,15.7176
400,57.1233,15.4726
400,56.3802,14.9859
400,61.4808,15.1367
400,58.4838,15.1582
400,62.0998,15.067
400,57.4832,14.5905
400,61.7998,15.2939
400,62.0471,15.2196
400,55.1103,15.1426
400,57.8631,15.0122
400,59.0289,14.8917
400,59.6825,15.6111
400,56.8111,15.4106
400,54.014,14.3514
400,61.0079,14.8816
400,57.6474,15.1957
400,55.3085,14.8883
400,59.7587,14.7037
400,61.6996,14.703
400,56.2263,14.7643
400,55.2491,14.8911
400,61.0779,14.745
400,55.5467,14.8144
400,59.6494,15.816
400,55.4434,15.2711
400,56.9224,15.2521
400,55.5295,15.4825
400,59.9652,15.2657
400,57.9856,14.9402
400,56.3009,15.352
400,55.7741,14.8797
400,57.2823,15.3459
400,56.3245,15.2995
400,58.5656,15.214
400,53.1889,15.3659
400,60.2237,15.5529
400,57.3207,15.2745
400,57.1243,15.0938
400,54.9278,15.089
400,55.5472,16.1633
400,60.2244,16.0556
400,55.0417,16.2119
400,60.7778,15.5031
400,55.6218,15.3813
400,62.5026,15.4906
400,56.1267,15.5551
400,55.5433,15.8037
400,57.8502,16.694
400,56.5901,15.4427
400,56.7128,15.5863
400,54.2464,15.1469
400,57.5271,15.837
400,57.4655,16.2962
400,55.9403,16.0156
400,56.5548,15.5228
400,58.7682,15.2563
400,62.2718,15.226
400,58.7965,15.553
400,62.5708,15.9776
400,60.5941,15.8402
400,63.7756,15.6151
400,55.7747,15.5833
400,60.5225,15.8994
400,56.3696,15.8526
400,54.9879,15.1646
400,57.5297,15.6458
400,61.1631,15.3978
400,55.1886,15.2251
400,62.7379,15.7589
400,58.153,15.8359
400,54.4061,15.964
400,58.2064,15.2396
400,61.9742,15.2246
400,55.6101,15.2557
400,57.8957,16.0105
400,59.6209,16.2181
400,55.5438,15.3771
400,62.6972,15.426
400,54.5356,14.8172
400,60.0939,15.8829
400,56.4336,16.2403
400,56.8412,16.1625
400,61.363,15.898
400,55.3048,15.5482
400,57.8663,15.5627
400,56.9912,15.6271
400,56.5595,15.7691
400,62.1346,14.9714
400,57.8614,15.3702
400,57.5177,15.2918
400,55.6758,15.246
400,60.512,15.6273
400,58.2589,15.4791
400,55.1208,15.9862
400,58.6094,15.3112
400,56.9219,15.853
400,58.3452,15.0806
400,56.6936,15.6265
400,60.6007,15.4707
400,60.192,15.3126
400,59.9788,15.5755
400,58.6716,15.3859
400,55.9874,15.5167
400,55.5816,15.8546
400,62.6578,15.6501
400,58.5973,15.606
400,62.0665,15.1731
400,60.3807,15.5951
400,56.9749,15.5589
400,57.319,15.5354
400,60.5363,15.8132
400,55.0505,15.9307
400,56.8062,14.9347
400,62.0824,15.86
400,57.6928,15.1914
400,55.1803,15.6496
400,61.3494,15.6205
400,59.1395,15.2715
400,59.6576,15.3623
400,58.9166,15.5772
400,54.9756,14.9939
400,55.765,15.5745
400,58.4026,15.5341
400,56.3187,15.0021
400,56.6372,15.7607
400,57.8248,15.4564
400,57.8204,15.0431
400,61.0121,15.4981
400,56.1369,16.4924
400,58.2056,15.7784
400,58.537,14.9926
400,58.3106,15.4204
400,55.9583,15.6234
400,57.5902,15.8288
400,61.4408,14.97
400,60.8913,15.0346
400,57.1033,15.7777
400,56.6214,15.17
400,60.768,15.4229
400,56.1526,15.3874
400,54.9758,16.2413
400,58.0571,15.5797
400,55.3102,15.5778
400,56.118,15.4339
400,57.7851,15.5352
400,59.5824,15.2103
400,58.8891,15.2002
400,57.9199,16.0042
400,54.5111,14.8876
400,56.4979,15.1866
400,60.2576,15.7336
400,56.7664,16.1513
400,54.4574,15.4026
400,61.1583,14.9668
400,58.8903,15.4553
400,62.0315,15.4709
400,56.7819,15.1262
400,56.6661,15.1473
400,57.1345,15.1088
400,56.7601,15.7978
400,62.0688,15.0784
400,62.3568,15.2668
400,62.7756,15.3276
400,56.5696,16.2557
400,58.5049,15.3815
400,55.4901,14.8877
400,62.6446,15.2632
400,62.2581,15.7216
400,58.0273,15.2554
400,61.0446,15.1275
400,54.7979,15.0891
400,57.0093,15.2124
400,62.7213,15.468
400,61.1179,15.7809
400,56.3617,15.0968
400,57.9055,15.5303
400,58.1288,15.6502
400,58.2068,15.2216
400,58.7401,15.4865
400,57.4222,15.5622
400,60.5939,14.8794
400,63.0887,16.0493
400,54.2298,15.4612
400,57.6393,14.9943
400,56.1895,15.2013
400,56.721,15.5083
400,58.7665,15.5583
400,61.4295,15.8191
400,55.4471,15.1201
400,55.7772,14.8859
400,56.87,15.4091
400,56.0935,15.4519
400,57.1437,15.6179
400,56.9925,15.3647
400,59.0848,15.3269
400,57.7567,15.3785
400,56.7981,15.4105
400,55.7442,15.502
400,58.1953,16.8123
400,61.3447,17.4958
400,59.5923,16.0255
400,56.2236,15.5051
400,59.9482,15.352
400,56.2932,15.5225
400,57.5032,15.7738
400,61.8384,15.712
400,55.9922,16.1026
400,59.8526,15.3021
400,62.0857,14.9273
400,55.0429,15.5382
400,61.9799,15.7276
400,57.1417,14.6124
400,58.0165,15.8275
400,56.835,15.6902
400,55.9306,15.0483
400,55.6965,15.3354
400,60.4955,15.3989
400,56.0407,15.9463
400,57.9914,15.3656
400,56.8599,15.8838
400,59.2267,15.7745
400,56.7244,15.9932
400,56.2594,15.3958
400,62.0612,15.9806
400,55.6009,15.0983
400,61.405,15.2396
400,55.1646,15.2094
400,54.2334,15.7882
400,61.7715,15.4192
400,56.4564,15.5062
400,56.0427,15.671
400,60.965,15.5052
400,56.2226,15.4447
400,57.1999,15.5385
400,61.043,15.8672
400,56.3501,14.9429
400,60.8956,15.5285
400,56.4888,15.5364
400,54.6438,15.9454
400,55.6308,15.4859
400,56.5046,15.0473
400,57.3031,15.2315
400,57.0578,15.7982
400,57.7103,15.9271
400,57.7261,16.3531
400,58.0393,15.8078
400,57.9389,15.4843
400,61.9378,15.5586
400,56.7899,15.4829
400,62.279,15.4028
400,56.8109,15.339
400,62.243,15.3333
400,59.3683,15.1871
400,55.1117,15.7882
400,61.6057,15.2234
400,54.1487,15.3422
400,60.0768,16.2064
400,55.7657,14.9828
400,61.078,15.6914
400,54.6967,15.7613
400,54.6447,14.9358
400,56.7516,15.0925
400,62.8785,15.4565
400,53.7136,15.6535
400,58.0412,15.6863
400,62.2762,15.3905
400,61.7138,15.5041
400,55.556,15.9721
400,62.1584,16.4789
400,56.9951,15.3721
400,61.4537,15.5484
400,57.6556,15.9056
400,56.9422,16.2208
400,58.9008,15.4837
400,56.5717,15.1462
400,57.1664,15.9254
400,56.2273,15.5929
400,54.9505,15.4053
400,56.0861,15.0488
400,55.6543,16.4253
400,58.0186,15.3271
400,55.7537,15.5837
400,54.9876,15.5509
400,62.3517,15.5002
400,58.426,15.2017
400,59.6661,15.1883
400,55.9972,15.7555
400,59.0624,15.3503
400,59.2413,15.3126
400,56.042,15.5273
400,55.4717,15.4082
400,60.358,16.4087
400,57.2317,15.251
400,54.2993,15.7223
400,55.8447,15.1982
400,56.9885,15.4695
400,55.7816,15.3283
400,56.0003,15.2816
400,61.3865,15.9106
400,56.0224,15.848
400,61.5934,15.2046
400,55.726,15.4542
400,60.9485,16.1001
400,61.1262,15.7902
400,57.3372,15.2661
400,57.2515,15.8253
400,55.8771,15.6713
400,56.9022,15.0581
400,60.4771,15.0316
400,62.4445,14.967
400,57.869,15.2663
400,61.9102,15.7867
400,56.8743,15.3612
400,56.6846,15.5176
400,59.0565,16.4385
400,55.9064,15.218
400,55.5343,15.4689
400,57.1797,15.5117
400,57.8567,15.5359
400,55.698,15.3143
400,61.3866,15.4907
400,55.7132,15.7648
400,55.7956,16.077
400,55.2654,15.2639
400,57.6998,15.4357
400,57.2666,15.5037
400,60.2671,16.2647
400,61.8615,15.2536
400,60.6472,15.3415
400,60.7907,15.9233
400,56.541,15.558
400,55.0135,15.4844
400,58.6732,15.1364
400,62.1033,15.298
400,60.4786,15.5464
400,55.7079,15.2333
400,54.8751,15.5328
400,56.1413,16.2324
400,57.1484,15.529
400,60.3876,15.5033
400,55.967,15.7003
400,56.9173,15.2771
400,57.1152,15.4067
400,63.2446,15.9566
400,61.8886,15.2849
400,60.6725,15.9515
400,55.6735,15.4728
400,59.7236,15.2831
400,56.9012,15.512
400,56.4572,15.6858
400,56.3979,15.462
400,56.5834,15.5194
400,55.9287,15.372
400,55.3863,15.3551
400,63.3549,15.8522
400,62.0207,15.9411
400,57.0569,15.5774
400,55.0542,15.6305
400,57.2826,15.0433
400,56.2596,15.5842
400,56.4072,15.3851
400,55.2988,16.1748
400,57.8917,15.2933
400,60.1329,15.7167
400,58.4453,15.4835
400,55.7877,15.3867
400,60.9094,15.7876
400,54.3723,15.3249
400,60.3516,16.2907
400,62.0821,15.7266
400,59.7754,16.0567
400,58.2599,15.7276
400,59.5572,16.1485
400,55.8503,15.5061
400,55.4595,15.4631
400,62.7606,15.5541
400,62.9825,15.7099
400,60.222,15.2553
400,59.2975,15.5511
400,55.5252,15.2562
400,57.4727,15.7259
400,57.081,15.509
400,55.9439,15.6165
400,61.1677,15.4906
400,56.493,15.8995
400,53.922,15.7557
400,59.8253,15.1927
400,60.5918,15.4459
400,55.5996,15.8525
400,56.5849,14.9411
400,56.9269,15.0834
400,55.0016,15.7528
400,56.0857,15.4145
400,59.4328,15.6926
400,60.8322,15.0219
400,59.4056,16.2129
400,58.928,15.6954
400,56.8452,15.6176
400,55.4351,15.0053
400,59.115,15.726
400,56.2856,15.6182
400,61.4757,15.1771
400,61.0735,15.3816
400,56.2337,15.3295
400,60.7307,15.679
400,58.1736,15.7589
400,61.4163,16.0356
400,57.0798,16.4249
400,57.5765,16.1849
400,61.8965,15.799
400,55.2816,15.4786
400,55.6099,15.9985
400,57.1066,15.3106
400,59.4714,15.6959
400,62.1943,15.8662
400,54.9584,15.4719
400,57.2926,15.7565
400,57.7986,15.5823
400,57.068,15.3792
400,61.6944,16.1954
400,55.7001,15.9542
400,61.2378,15.5311
400,54.648,15.6065
400,55.3902,15.5849
400,55.6714,15.2173
400,57.3829,15.3608
400,55.7407,15.404
400,55.8397,15.3541
400,61.3647,15.2166
400,61.4853,15.6724
400,55.5651,15.9553
400,57.7879,15.05
400,61.8403,15.3108
400,55.9919,15.3539
400,56.926,14.9941
400,55.916,15.2981
400,60.0609,15.7701
400,55.2891,15.3942
400,56.3294,15.155
400,55.3745,15.8851
400,61.1322,15.3892
400,56.5118,15.5749
400,62.2024,15.8757
400,55.4195,15.4518
400,60.0561,15.0927
400,60.0191,15.5411
400,55.7566,15.5133
400,60.8779,15.8451
400,61.1766,15.3879
400,54.5748,15.2
400,61.0315,14.9331
400,55.1367,15.2561
400,55.674,15.4647
400,60.8063,15.7434
400,55.3249,15.967
400,57.7084,15.7237
400,56.1362,15.3426
400,61.3922,15.9385
400,60.6222,15.4118
400,54.7805,15.8966
400,63.0556,15.0209
400,59.9501,15.2344
400,60.7693,15.5309
400,61.337,15.5912
400,56.0172,15.933
400,57.5381,15.9577
400,55.4146,15.2491
400,63.0621,15.1899
400,57.3324,15.4837
400,57.5152,15.5029
400,57.5745,15.8138
400,62.0352,15.6751
400,57.0911,15.8001
400,57.8882,15.4534
400,57.8608,14.872
400,59.1882,15.7494
400,55.6588,15.1412
400,57.0359,16.0815
400,56.0302,15.2307
400,61.035,14.7904
400,58.9714,15.4281
400,59.2317,15.2071
400,56.2714,15.3239
400,54.6497,15.4068
400,57.5654,14.9847
400,54.7094,15.4802
400,54.6741,15.2388
400,60.7497,15.4134
400,62.3974,15.4997
400,61.9634,15.8752
400,56.0804,15.9677
400,56.4104,15.2632
400,55.859,15.4229
400,62.2427,15.2352
400,56.979,15.4394
400,61.1005,15.2031
400,56.0531,15.2809
400,55.5024,15.3419
400,59.6615,17.1083
400,57.6545,15.455
400,56.0706,16.4111
400,60.5411,15.3746
400,55.6389,15.6087
400,61.9274,15.3152
400,61.3525,14.9933
400,57.7746,15.481
400,60.2719,15.2611
400,56.7683,15.1884
400,56.6213,15.1343
400,55.4102,15.3396
400,60.6712,15.7454
400,63.4656,15.4335
400,54.8002,16.1204
400,61.9201,15.6727
400,57.0023,15.3746
400,56.9428,15.1728
400,57.3647,15.2991
400,57.0697,15.875
400,56.0311,14.859
400,56.2076,16.1151
400,57.9403,15.7996
400,60.5366,16.0015
400,61.2862,15.5531
400,60.9717,16.3607
400,57.7216,15.2635
400,60.862,14.4806
400,56.3685,14.4226
400,59.5158,14.4603
400,61.0635,14.4087
400,62.1468,14.1311
400,54.0265,14.2283
400,57.4053,14.4962
400,62.2292,14.627
400,59.166,14.1524
400,60.8746,14.3245
400,61.387,14.8728
