56.000	22.881	345
55.783	23.272	344
55.453	25.611	340
56.053	24.336	339
56.019	25.472	339
56.003	23.858	338
54.989	24.878	338
54.900	24.594	337
54.447	24.119	337
56.222	23.578	335
54.708	23.025	334
55.150	26.031	333
54.567	23.856	331
55.300	24.789	330
54.172	24.922	330
55.292	23.350	329
54.544	23.647	329
55.950	25.786	328
55.786	23.942	328
55.456	22.722	327
55.508	25.237	326
54.358	24.125	325
56.022	24.356	324
55.889	21.719	324
55.414	22.517	324
56.075	24.417	323
54.839	24.036	323
56.122	23.583	322
55.553	21.333	321
54.764	25.044	321
54.686	23.014	320
55.556	25.744	319
56.242	22.497	318
55.331	23.422	318
54.675	23.278	318
55.972	24.111	317
55.981	21.350	316
54.825	25.283	313
54.433	23.267	312
54.964	23.981	311
56.031	24.169	310
55.269	22.600	307
54.361	23.986	307
54.433	23.756	305
56.181	22.689	303
55.311	21.597	302
55.375	25.028	300
54.942	23.711	300
54.486	25.247	300
56.206	24.150	299
55.797	24.772	299
55.842	22.511	298
55.561	23.386	298
54.994	25.339	296
56.189	22.722	294
56.158	22.111	294
55.106	24.247	293
54.594	24.156	293
55.972	24.781	292
55.264	23.967	292
55.228	21.694	292
55.033	26.161	292
54.150	25.075	292
55.392	24.889	291
55.175	22.694	291
54.886	24.092	291
54.700	24.219	291
54.328	24.328	291
54.561	25.264	289
55.950	21.950	287
55.508	22.117	287
56.128	25.528	286
56.017	25.203	286
54.653	23.086	286
54.764	22.886	285
55.181	22.972	284
54.647	25.594	284
55.844	25.142	283
55.283	23.400	283
54.203	23.647	283
55.833	24.258	282
55.683	22.814	282
55.022	24.892	282
55.844	24.958	281
55.911	21.308	280
54.217	24.011	280
55.064	22.800	279
54.508	25.425	279
54.831	23.253	277
55.989	22.581	276
55.858	22.417	276
55.108	25.211	276
54.439	25.425	276
55.678	23.514	275
55.547	25.511	275
55.342	26.133	275
54.378	23.322	275
55.594	22.878	274
55.153	26.269	274
54.853	23.908	274
55.836	21.714	273
55.042	23.667	273
54.539	24.328	272
55.531	25.700	271
55.078	24.028	271
54.969	24.578	271
55.736	24.233	270
55.672	25.000	270
55.044	22.649	270
55.331	22.517	269
55.317	22.869	269
54.619	23.497	269
54.406	23.325	269
55.892	22.342	268
56.047	24.019	267
56.031	24.658	267
54.989	24.178	267
54.678	23.047	267
54.614	23.447	267
54.589	24.194	266
54.442	25.331	266
56.025	24.808	265
55.581	23.056	265
54.531	23.375	265
54.228	23.578	265
56.122	23.814	264
55.989	25.111	264
55.539	25.011	263
55.236	25.383	263
54.656	25.428	263
55.689	25.417	261
54.914	24.117	261
54.156	23.533	260
56.233	21.822	259
56.122	23.719	259
55.632	21.305	259
54.750	22.914	258
54.294	23.256	258
56.247	22.772	257
56.153	22.064	257
56.083	23.869	257
55.400	23.119	257
54.669	23.042	257
56.294	24.747	256
55.197	21.989	256
55.131	24.197	256
56.242	23.467	255
56.208	23.917	255
55.628	25.958	255
55.319	22.397	255
55.175	23.239	255
54.406	23.269	255
54.278	25.342	255
55.978	25.228	254
55.064	25.181	254
55.750	22.008	253
55.144	26.158	253
56.344	22.650	252
56.289	23.369	252
54.306	24.017	252
54.106	24.111	252
56.094	25.625	251
56.003	22.589	251
55.758	22.892	251
55.400	24.947	251
55.103	23.103	251
54.956	23.906	251
55.742	21.453	250
55.169	26.358	250
54.411	24.811	250
56.161	24.125	249
56.033	23.986	249
55.400	24.767	249
55.856	22.739	248
55.261	25.436	248
54.944	23.050	248
54.653	23.014	248
54.203	23.556	247
56.039	22.972	246
55.011	22.867	246
56.208	23.786	245
55.582	24.891	245
55.206	23.536	245
55.172	23.583	245
55.878	23.775	243
55.239	22.908	243
55.847	23.442	242
54.653	24.883	242
54.081	23.803	242
56.219	23.708	241
56.019	24.722	241
55.350	25.122	241
55.619	21.319	240
55.331	23.322	240
54.806	22.908	239
54.739	25.175	238
55.761	25.461	237
54.737	24.825	237
54.497	23.339	237
55.928	23.797	236
55.703	24.436	236
54.742	22.831	236
55.939	25.056	235
55.833	22.628	235
55.725	21.311	235
54.836	22.925	235
54.439	25.292	235
56.272	23.742	233
55.911	22.608	233
55.436	21.444	233
54.803	23.333	233
56.225	22.461	232
56.314	23.558	231
55.456	22.003	230
54.775	25.136	230
55.161	22.806	229
55.842	22.858	228
55.739	25.369	228
55.511	21.319	228
55.239	21.817	228
55.236	25.419	228
54.906	24.419	228
54.631	24.317	228
55.428	24.167	227
56.286	23.878	226
54.567	25.219	226
55.883	23.881	225
55.725	23.347	225
55.464	21.450	225
55.425	25.108	225
56.053	24.417	224
55.906	25.003	224
54.189	25.106	224
56.217	24.008	223
56.083	24.408	223
56.031	25.733	223
55.592	23.228	223
54.469	24.042	223
55.831	24.967	222
55.492	25.525	222
56.028	22.211	221
55.667	25.464	221
54.475	23.425	221
55.933	22.631	220
55.436	21.742	220
54.456	23.128	220
55.986	22.183	219
55.969	25.861	219
54.839	23.917	219
54.658	23.394	219
54.467	23.025	219
55.700	24.178	218
54.658	25.500	218
54.411	24.103	218
56.186	24.439	217
56.081	22.036	217
55.906	21.881	217
55.903	25.306	217
55.267	24.850	217
55.039	25.017	217
54.958	25.072	217
54.800	25.519	217
56.292	23.431	216
55.939	21.872	216
55.919	24.294	216
55.350	23.158	216
55.006	24.025	216
54.925	22.778	216
55.986	22.500	215
55.044	22.875	215
54.708	24.708	215
56.111	25.006	214
55.086	23.769	214
54.817	23.433	214
54.772	24.844	214
55.994	24.081	213
55.933	23.997	213
55.706	21.208	213
54.242	24.275	213
56.039	22.939	212
55.736	26.194	212
55.453	24.928	212
55.025	26.153	212
54.650	23.128	212
54.650	23.786	212
54.364	23.186	212
54.147	24.083	212
56.167	22.000	211
55.681	26.497	211
55.539	22.494	211
55.728	23.789	210
55.489	25.317	210
55.125	24.981	210
54.814	23.725	210
54.488	23.519	210
55.956	21.289	209
55.825	22.808	209
55.503	21.400	209
54.397	23.408	209
56.053	21.361	208
55.700	24.306	208
55.683	21.258	208
55.992	21.719	207
54.303	24.825	207
56.069	24.444	206
55.506	23.536	206
55.042	23.814	206
54.883	24.417	206
54.772	23.094	206
54.718	25.392	206
54.547	23.386	206
55.600	22.778	205
54.969	25.622	205
56.136	24.294	204
55.347	21.703	204
55.119	21.928	204
54.717	22.942	204
54.389	23.822	204
55.603	23.128	203
55.514	23.667	203
55.044	22.728	203
55.717	23.844	202
55.381	23.519	202
55.142	25.492	202
55.961	23.214	201
54.542	24.350	201
56.156	24.267	200
56.103	23.975	200
55.756	21.189	200
55.667	21.372	200
55.628	23.786	200
55.075	22.947	200
54.839	24.139	200
54.456	23.356	200
56.217	24.064	199
55.839	25.556	199
55.639	22.661	199
54.461	24.978	199
54.331	23.486	199
56.100	23.544	198
55.639	21.619	198
54.764	23.747	198
54.722	23.625	198
55.775	23.792	197
55.033	23.608	197
54.681	23.883	197
56.072	23.967	196
54.922	25.389	196
54.903	24.539	196
55.475	25.628	195
54.783	24.611	195
54.531	25.222	195
54.422	25.319	195
54.342	23.792	195
55.947	21.817	194
54.300	23.931	194
56.192	24.314	193
55.397	22.981	193
54.664	22.758	193
54.344	23.967	193
56.289	22.247	192
56.108	24.808	192
55.908	25.561	192
55.111	24.297	192
54.800	25.200	192
56.186	24.375	191
55.494	25.692	191
55.228	25.444	191
54.917	25.122	191
54.608	23.058	191
54.486	23.814	191
54.472	23.064	191
54.375	25.278	191
54.353	24.828	191
56.189	21.894	190
56.153	23.197	189
56.083	25.561	189
56.061	24.519	189
55.964	22.156	189
55.911	26.019	189
55.275	24.761	189
55.181	26.025	189
56.028	25.797	188
55.739	25.864	188
54.794	24.711	188
56.239	24.436	187
55.172	24.006	187
54.842	25.483	187
54.778	24.536	187
54.439	23.758	187
54.161	24.883	187
56.281	23.689	186
55.883	24.786	186
55.750	21.922	186
55.433	21.281	186
54.533	23.356	186
54.422	23.203	186
56.017	21.717	185
55.214	22.069	185
55.114	23.039	185
54.711	25.619	185
54.561	24.353	185
54.431	24.339	185
54.064	23.728	185
55.883	23.569	183
55.022	23.553	183
54.992	23.850	183
54.786	24.842	183
54.531	23.122	183
54.225	23.461	183
55.342	25.656	182
55.078	23.081	182
54.872	25.542	182
54.542	25.297	182
54.489	25.153	182
54.186	24.667	182
55.575	24.697	181
55.367	21.728	181
55.247	21.567	181
55.039	22.639	181
54.869	25.361	181
54.447	23.222	181
54.394	23.461	181
54.361	24.542	181
56.289	21.722	180
56.014	24.372	180
55.897	24.956	180
55.722	22.892	180
54.864	25.686	180
54.428	23.164	180
54.197	24.969	180
56.147	22.939	179
54.622	22.886	179
54.217	23.536	179
55.997	22.236	178
55.428	24.911	178
54.792	24.050	178
54.389	23.975	178
56.064	24.786	177
55.881	23.689	177
55.556	25.200	177
54.944	23.542	177
54.189	25.011	177
56.133	21.694	176
55.006	22.681	176
54.917	24.650	176
54.661	25.064	176
54.581	23.117	176
56.131	24.397	175
55.539	22.333	175
55.531	21.903	175
55.486	22.678	175
55.461	26.300	175
55.233	21.586	175
55.072	23.550	175
54.583	24.025	175
54.475	24.094	175
54.414	25.272	175
54.353	23.664	175
55.761	22.667	173
55.656	21.881	173
55.400	22.614	173
54.764	22.983	173
56.275	23.578	172
55.683	24.175	172
55.664	23.150	172
55.653	25.322	172
54.686	23.631	172
54.600	23.800	172
54.317	23.947	172
54.178	25.067	172
55.333	22.744	171
54.381	23.550	171
54.272	24.394	171
55.897	25.167	170
55.272	23.475	170
55.142	24.275	170
54.206	24.244	170
55.608	24.486	169
54.869	24.697	169
56.233	24.231	168
56.150	23.914	168
55.703	25.525	168
55.539	23.706	168
56.056	25.350	167
56.044	25.183	167
55.633	25.397	167
54.819	25.200	167
54.694	23.300	167
54.339	25.244	167
56.058	24.214	166
55.244	24.344	166
54.475	23.878	166
54.186	24.786	166
56.317	23.911	165
56.200	21.781	165
55.733	23.600	165
55.581	25.233	165
54.950	23.592	165
54.903	23.767	165
54.478	23.467	165
54.453	24.203	165
55.664	26.267	164
55.386	22.367	164
55.364	23.844	164
55.317	26.183	164
55.269	24.931	164
54.639	25.011	164
54.328	23.400	164
55.236	26.539	163
54.889	23.764	163
54.697	22.836	163
54.586	25.094	163
54.397	23.722	163
56.283	22.736	162
56.158	22.731	162
56.147	24.603	162
55.931	25.353	162
55.842	24.939	162
55.389	26.333	162
55.236	23.011	162
55.006	23.036	162
54.469	24.264	162
54.467	25.364	162
54.183	25.039	162
56.342	23.728	161
55.933	21.739	161
55.711	23.047	161
55.542	25.875	161
54.453	23.206	161
54.369	23.658	161
54.256	24.164	161
56.192	23.342	160
56.156	23.853	160
56.000	24.158	160
55.961	22.286	160
55.806	24.939	160
55.497	25.561	160
55.467	23.239	160
55.303	21.808	160
54.997	24.803	160
54.556	25.408	160
55.603	22.942	159
55.253	22.022	159
54.906	23.181	159
55.367	21.678	158
55.356	24.794	158
54.589	23.378	158
54.200	25.686	158
56.344	23.231	157
56.086	21.786	157
55.942	24.581	157
55.503	25.656	157
55.325	22.519	157
55.203	25.408	157
55.106	25.683	157
54.725	24.569	157
54.469	25.006	157
56.278	23.750	156
55.633	23.447	156
55.533	21.297	156
55.069	24.822	156
55.033	24.242	156
55.569	23.542	155
55.206	23.133	155
55.025	22.950	155
54.547	25.150	155
54.380	23.758	155
54.100	23.644	155
56.306	21.858	154
55.564	21.311	154
55.469	25.189	154
55.067	23.242	154
54.961	22.950	154
54.658	24.344	154
54.653	23.992	154
54.653	25.464	154
54.492	24.036	154
55.839	21.244	153
55.567	22.725	153
55.336	22.989	153
55.189	23.469	153
55.147	25.289	153
54.792	23.631	153
54.336	24.108	153
54.328	25.386	153
55.842	22.303	152
55.675	21.644	152
55.656	21.481	152
55.142	23.519	152
54.975	23.767	152
56.053	22.897	151
55.819	21.833	151
55.506	24.744	151
55.219	23.264	151
55.167	25.092	151
55.158	21.842	151
54.825	23.789	151
54.697	25.175	151
54.628	25.625	151
56.053	23.936	150
55.564	23.925	150
55.414	22.833	150
55.322	22.672	150
55.914	24.889	149
55.650	21.558	149
55.544	25.619	149
54.672	23.453	149
54.653	23.872	149
56.125	22.808	148
55.883	21.903	148
55.053	23.953	148
55.939	22.250	147
55.914	24.422	147
55.847	25.019	147
55.744	24.231	147
55.547	21.297	147
55.536	22.164	147
55.092	23.611	147
54.856	25.006	147
54.808	24.431	147
54.792	25.675	147
54.453	24.042	147
54.250	24.897	146
56.122	23.989	145
55.522	22.436	145
55.400	23.292	145
54.586	23.839	145
54.536	22.719	145
54.219	24.900	145
55.669	22.500	144
55.572	21.278	144
54.653	22.961	144
56.289	21.931	143
56.269	21.883	143
56.103	24.036	143
55.883	21.853	143
55.794	23.644	143
54.697	23.667	143
56.242	23.822	142
56.075	24.294	142
55.267	23.031	142
54.658	25.039	142
54.569	24.736	142
54.325	23.433	142
53.978	24.703	142
56.061	21.506	141
55.889	23.189	141
55.767	21.331	141
55.736	25.925	141
55.614	22.997	141
55.431	22.650	141
55.369	21.711	141
55.069	23.536	141
54.842	25.483	141
54.728	23.961	141
56.375	22.308	140
55.539	25.061	140
55.000	25.011	140
54.931	23.964	140
56.297	22.394	139
55.878	25.000	139
55.364	23.181	139
55.128	22.953	139
54.919	23.761	139
54.700	23.542	139
54.586	25.506	139
54.389	23.806	139
54.239	23.892	139
56.114	23.881	138
54.797	24.395	138
54.625	24.708	138
54.569	24.086	138
54.564	24.900	138
54.478	23.103	138
56.250	23.692	137
56.061	25.150	137
55.483	21.344	137
55.408	22.858	137
55.133	24.111	137
55.050	23.103	137
54.761	25.236	137
54.436	23.303	137
56.053	24.111	136
55.831	25.681	136
55.758	25.856	136
55.456	24.856	136
54.711	23.956	136
54.294	24.450	136
56.281	23.317	135
56.114	24.717	135
55.978	22.206	135
55.944	25.775	135
55.872	23.158	135
55.792	21.147	135
55.611	22.908	135
55.506	22.011	135
55.467	25.556	135
55.286	22.361	135
55.156	25.981	135
54.947	23.967	135
54.853	25.458	135
54.658	24.217	135
54.647	24.744	135
54.578	24.239	135
54.400	23.494	135
54.378	23.236	135
54.322	23.769	135
56.117	24.222	134
55.897	24.392	134
55.842	23.344	134
55.339	26.183	134
55.111	23.442	134
54.281	24.244	134
56.267	23.806	133
55.994	22.489	133
54.868	22.864	133
54.817	23.978	133
55.744	25.039	132
55.703	22.286	132
55.500	22.764	132
55.447	24.928	132
55.306	23.469	132
54.617	24.919	132
54.433	24.103	132
55.922	23.700	131
55.783	21.906	131
55.492	23.178	131
55.419	23.453	131
54.936	23.994	131
54.803	23.833	131
54.778	23.242	131
54.711	25.031	131
54.311	24.714	131
53.981	24.033	131
55.933	21.814	130
55.881	24.303	130
55.503	25.003	130
54.819	25.281	130
54.789	25.222	130
54.753	24.036	130
54.683	25.675	130
54.661	23.933	130
54.342	23.836	130
55.983	23.831	129
55.656	23.664	129
55.028	22.778	129
54.983	23.442	129
54.492	23.258	129
54.408	23.775	129
54.294	24.783	129
54.283	24.733	129
54.203	23.542	129
56.208	21.650	128
56.161	21.653	128
